sku,name,customerReviewAverage,customerReviewCount,customerTopRated,manufacturer,class,condition
6625143,"ASUS - Vivobook 14 14"" FHD Laptop - Copilot+ PC - AMD Ryzen AI 7 350 with 16GB Memory - 512GB SSD - Platinum Gold",5.0,4.0,False,ASUS,SO LAPTOPS,New
6625290,"Samsung - Galaxy Book5 PRO 16"" Touch Screen Laptop - Intel Core Ultra 7 with 16GB Memory - 512GB SSD - Gray",,,,Samsung,SO LAPTOPS,New
6625291,"Samsung - Galaxy Book5 PRO 16"" Touch Screen Laptop - Intel Core Ultra 7 with 32GB Memory - 1TB SSD - Gray",,,,Samsung,SO LAPTOPS,New
6625292,"Samsung - Galaxy Book5 PRO 14"" Touch Screen Laptop - Intel Core Ultra 7 with 16GB Memory - 512GB SSD - Gray",,,,Samsung,SO LAPTOPS,New
6625293,"Samsung - Galaxy Book5 360 15.6"" Touch Screen Laptop - Intel Core Ultra 7 with 16GB Memory - 512GB SSD - Gray",,,,Samsung,SO LAPTOPS,New
6625646,"Dell - Plus - Copilot+ PC - 14"" 2K 2-in-1 Touchscreen Laptop - AMD Ryzen AI 5 340 2025 - 16GB Memory - 512GB Storage - Midnight Blue",4.5,34.0,True,Dell,BLUE LABEL,New
6625647,"Dell - Plus - Copilot+ PC - 14"" 2K 2-in-1 Touchscreen Laptop - AMD Ryzen AI 7 350 2025 - 16GB Memory - 1TB Storage - Midnight Blue",4.6,196.0,True,Dell,BLUE LABEL,New
6625957,"Dell - Precision 3560 15.6"" Refurbished Laptop - Intel 11th Gen Core i5 with 32GB Memory - Intel Iris Xe Graphics - 512 SSD - Gray",5.0,1.0,False,Dell,SO LAPTOPS,Refurbished
6625959,"HP - ProBook 440 G8 14"" Refurbished Laptop - Intel 11th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 256GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6625960,"Dell - Latitude 5420 14"" Refurbished Laptop - Intel 11th Gen Core i5 with 32GB Memory - Intel Iris Xe Graphics - 512GB SSD - Gray",,,,Dell,SO LAPTOPS,Refurbished
6625961,"HP - EliteBook 840 G8 14"" Refurbished Laptop - Intel 11th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 256GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6625962,"HP - EliteBook 830 G8 13.3"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6625963,"HP - EliteBook 850 G8 15.6"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6625971,"HP - ZBook Studio G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i9 with 32GB Memory - NVIDIA Quadro T2000 - 1TB SSD - Gray",,,,HP,SO LAPTOPS,Refurbished
6626024,"LG - gram Book 15"" Laptop - Intel Core i5-1334U with 8GB Memory - 512GB SSD - Titan Silver",5.0,3.0,False,LG,BURST,New
6626050,"ASUS - Vivobook S 15 15.6"" 3K OLED Laptop - Copilot+ PC - Snapdragon X Elite - 32GB Memory - 1TB SSD - Cool Silver",4.3,10.0,False,ASUS,SO LAPTOPS,New
6626051,"ASUS - Vivobook 15 15.6"" FHD Laptop - Intel Core i3 with 8GB Memory - 512GB SSD - Quiet Blue",4.0,6.0,False,ASUS,SO LAPTOPS,New
6628293,"HP - EliteBook 840 G9 14"" Refurbished Laptop - Intel 12th Gen Core i5 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6628354,"Dell - Plus - Copilot+ PC - 16"" 2K Touchscreen Laptop - AMD Ryzen AI 7 350 2025 - 32GB Memory - 1TB Storage - Ice Blue",4.7,225.0,True,Dell,BLUE LABEL,New
6628459,"HP - OmniBook X 16"" 2K OLED Touch-Screen Laptop - Intel Core Ultra 7 - 32GB DDR5 Memory - NVIDIA GeForce RTX 4050 - 2TB SSD - Meteor Silver",4.8,63.0,True,HP,BLUE LABEL,New
6628947,"Lenovo - ThinkPad X9-14 Gen 1 - Copilot+ PC - 14"" 2K OLED Laptop - Intel Ultra 5 with 32GB Memory - 1TB SSD - Gray",,,,Lenovo,SO LAPTOPS,New
6628950,"Lenovo - ThinkPad X9-14 Gen 1 - Copilot+ PC - 14"" 2K OLED Laptop - Intel Ultra 5 with 16GB Memory - 512GB SSD - Gray",,,,Lenovo,SO LAPTOPS,New
6629253,"HP - EliteBook 840 G10 14"" Refurbished Laptop - Intel 13th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6629271,"HP - ProBook 640 G8 14"" Refurbished Laptop - Intel 11th Gen Core i5 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6629274,"HP - EliteBook 840 G10 14"" Refurbished Laptop - Intel 13th Gen Core i5 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6629337,"Dell - Pro Rugged 14 RB14250 14"" Laptop Intel Core Ultra 5 135U 16GB 512GB SSD - Black",,,,Dell,SO LAPTOPS,New
6629539,"ASUS - TUF Gaming F16 16"" 144Hz FHD+ Gaming Laptop - Intel Core 5 210H with 8GB Memory - NVIDIA GeForce RTX 4050 - 512GB SSD - Mecha Gray",,,,ASUS,SO LAPTOPS,New
6629540,"ASUS - ROG Strix SCAR 18"" 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 HX with 32GB - NVIDIA GeForce RTX 5080 - 2TB SSD - Off Black",3.7,16.0,False,ASUS,SO LAPTOPS,New
6629541,"ASUS - ROG Flow Z13 13.4"" 2.5K 180Hz Touch-Screen Gaming Laptop - Copilot+ PC - AMD Ryzen AI Max+ 395 - 128GB RAM - 1TB SSD - Off Black",4.9,7.0,False,ASUS,SO LAPTOPS,New
6629542,"ASUS - TUF Gaming F16 16"" 144Hz FHD+ Gaming Laptop - Intel Core i7 with 16GB Memory - NVIDIA GeForce RTX 4050 - 512GB SSD - Mecha Gray",5.0,2.0,False,ASUS,SO LAPTOPS,New
6629711,"ASUS - ROG Zephyrus G16 16"" OLED 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 - 64GB RAM - NVIDIA GeForce RTX 5090 - 2TB SSD - Platinum White",4.6,5.0,False,ASUS,SO LAPTOPS,New
6629713,"ASUS - ROG Zephyrus G16 16"" OLED 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 - 64GB RAM - NVIDIA GeForce RTX 5080 - 2TB SSD - Platinum White",4.1,7.0,False,ASUS,SO LAPTOPS,New
6630493,"Lenovo - Chromebook Plus 14"" OLED 2K Touchscreen Laptop with Gemini - MediaTek Kompanio Ultra - 16GB Memory - 256GB UFS - Seashell",4.8,63.0,True,Lenovo,CHROME,New
6630570,"HP - EliteBook Ultra G1i 14"" IPS OLED 2880 x 1800 (2.8K) Touch Screen Laptop -Intel Core Ultra 7 with 32GB Memory -512GB SDD - Atmosphere Blue, Blue",5.0,2.0,False,HP,SO LAPTOPS,New
6630914,"HP - Laptop 17-cn3375nr 17.3"" Intel Core i5-1334U 8GB RAM 512GB SSD Win 11 Home - Pale Rose Gold",3.7,3.0,False,HP,SO LAPTOPS,New
6630917,"HP - Laptop 17-cn3123nr 17.3"" Intel Core i5-1335U 16GB RAM 512GB SSD Win 11 Home - Silver",4.8,6.0,False,HP,SO LAPTOPS,New
6630918,HP - OmniBook 5 16 inch Laptop Next Gen AI PC 16-ag1000nr AMD Ryzen AI 5 340 16GB RAM 512GB SSD Win 11 Silver - Glacier silver aluminum,3.3,3.0,False,HP,SO LAPTOPS,New
6630919,HP - OmniBook 5 16 inch Touch Laptop AI PC 16-af1700nr Intel Core Ultra 5 225U 16GB RAM 512GB SSD Win 11 Home - Silver,1.0,1.0,False,HP,SO LAPTOPS,New
6630920,HP - 14 inch Laptop PC 14-ep0500nr Intel Processor N200 4GB RAM 128GB UFS Win 11 Home S - Silver,1.0,1.0,False,HP,SO LAPTOPS,New
6630921,HP - Victus Laptop 15-FA2500NR - Intel Core i5-13420H - 8GB Memory NVIDIA GeForce RTX 2050 - 512 GB SSD - Mica Silver,,,,HP,SO LAPTOPS,New
6632084,"ASUS - ROG Strix SCAR 16 16"" 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 HX - 32GB RAM - NVIDIA GeForce RTX 5090 - 2TB SSD - Off Black",4.2,5.0,False,ASUS,SO LAPTOPS,New
6632087,"ASUS - ROG Strix SCAR 16 16"" 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 HX - 32GB RAM - NVIDIA GeForce RTX 5080 - 2TB SSD - Off Black",4.9,9.0,False,ASUS,SO LAPTOPS,New
6632408,"Samsung - Galaxy Chromebook Go - 14"" LED Laptop - Intel Celeron- 4GB Memory - 128GB Storage - Silver",4.3,34.0,False,Samsung,CHROME,New
6632994,"ASUS - ROG Strix G16 16"" 2.5K 240Hz Gaming Laptop - AMD Ryzen 9 9955HX3D with 32GB RAM - NVIDIA GeForce RTX 5070 Ti - 1TB SSD - Eclipse Gray",4.4,8.0,False,ASUS,SO LAPTOPS,New
6632995,"ASUS - ROG Zephyrus G14 14"" OLED 3K 120Hz Gaming Laptop - AMD Ryzen AI 9 HX - 32GB RAM - NVIDIA GeForce RTX 5070 Ti - 2TB SSD - Eclipse Gray",4.1,10.0,False,ASUS,SO LAPTOPS,New
6632997,"ASUS - ROG Zephyrus G16 16"" OLED 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 - 32GB RAM - NVIDIA GeForce RTX 5070Ti - 2TB SSD - Platinum White",4.8,9.0,False,ASUS,SO LAPTOPS,New
6633220,"HP - OmniBook 5 - Copilot+ PC - 14"" 2K OLED Touch-Screen Laptop - Snapdragon X Plus - 16GB Memory - 512GB SSD - Glacier Silver",4.8,112.0,True,HP,BLUE LABEL,New
6633423,"ASUS - Vivobook 16"" FHD+ Laptop - Intel Core 5 with 16GB Memory - 512GB SSD - Indie Black",3.0,1.0,False,ASUS,SO LAPTOPS,New
6633424,"ASUS - ROG Strix G18 18"" 2.5K 240Hz Gaming Laptop - AMD Ryzen 9 HX - 16GB RAM - NVIDIA GeForce RTX 5070 - 1TB SSD - Eclipse Gray",4.5,2.0,False,ASUS,SO LAPTOPS,New
6633425,"ASUS - Vivobook Go - 15.6"" FHD Laptop - AMD Ryzen 3 with 8GB Memory - 512GB SSD - Mixed Black",5.0,2.0,False,ASUS,SO LAPTOPS,New
6633426,"ASUS - ROG Strix G18 18"" 2.5K 240Hz Gaming Laptop - AMD Ryzen 9 HX - 32GB RAM - NVIDIA GeForce RTX 5060 - 1TB SSD - Eclipse Gray",4.2,5.0,False,ASUS,SO LAPTOPS,New
6633872,"Samsung - Galaxy Book4 Edge - Copilot+ PC - 15.6"" LED Laptop - Snapdragon X- 16GB Memory- 512 GB Storage - Sapphire Blue",4.6,36.0,True,Samsung,BLUE LABEL,New
6634397,"HP - OmniBook X Flip - Copilot+ PC - 16"" 3K OLED Touch-Screen Laptop - Intel Core Ultra 9 - 32GB Memory - 2TB SSD - Eclipse Gray",4.8,92.0,True,HP,BLUE LABEL,New
6635276,"ASUS - ROG Strix G16 (2025) 16"" Nebula 2.5K 240Hz Gaming Laptop- Intel Core Ultra 9 275HX- 32GB DDR5- GeForce RTX 5070- 2TB SSD - Eclipse Gray",3.0,4.0,False,ASUS,SO LAPTOPS,New
6635280,"ASUS - ProArt P16 16"" 4K Touch Screen Laptop - Copilot+ PC - AMD Ryzen AI 9 HX 370 - 64GB Memory - RTX 5070 - 2TB SSD - Nano Black",4.5,4.0,False,ASUS,SO LAPTOPS,New
6635281,"ASUS - CX34 14"" FHD Chromebook Plus Laptop with Google AI - Intel Core i3 with 8GB Memory - 256 GB SSD - Pearl White",5.0,2.0,False,ASUS,SO LAPTOPS,New
6635282,"ASUS - Vivobook 17 17.3"" FHD Laptop - Intel Core i7-1355U with 16GB RAM - 1TB SSD - Cool Silver",4.4,5.0,False,ASUS,SO LAPTOPS,New
6635451,"Dell - Pro Rugged 14 RB14250 14"" Laptop Intel Core Ultra 7 165U 16GB 512GB SSD - Black",,,,Dell,SO LAPTOPS,New
6635452,"Dell - Pro 14 Premium PA14250 14"" Copilot+ PC Laptop Intel Core Ultra 7 268V vPro Technology Intel Evo Platform 32GB 512GB SSD - Magnetite, Other",1.0,1.0,False,Dell,SO LAPTOPS,New
6635454,"Dell - Pro Rugged 14 RB14250 14"" Touchscreen Laptop Intel Core Ultra 5 135U 16GB 512GB SSD - Black",,,,Dell,SO LAPTOPS,New
6635455,"Dell - Pro 13 Premium PA13250 13.3"" Copilot+ PC Laptop Core Ultra 7-268V vPro Technology Intel Evo Platform 32GB 512GB SSD - Magnetite, Other",,,,Dell,SO LAPTOPS,New
6635459,"Dell - Pro Rugged 14 RB14250 14"" Touchscreen Laptop Intel Core Ultra 7 165U 16GB 512GB SSD - Black",,,,Dell,SO LAPTOPS,New
6635460,"Dell - Pro 16 Plus PB16250 16"" Copilot+ PC Laptop Intel Core Ultra 7 266V vPro Technology 16GB 512GB SSD - Silver",,,,Dell,SO LAPTOPS,New
6635461,"Dell - Chromebook 3120 11.6"" Touchscreen Laptop Intel N-Series N100 4GB 64GB EMMC - Gray",1.0,1.0,False,Dell,SO LAPTOPS,New
6635463,"Dell - Pro 16 Plus 16"" IPS 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD - Silver",,,,Dell,SO LAPTOPS,New
6635525,"Samsung - Galaxy Book5 15.6"" FHD IPS LED Laptop - Intel Core Ultra 7- 16GB Memory - 512GB SSD - Silver",4.9,19.0,True,Samsung,BLUE LABEL,New
6635529,"MSI - Modern 14 14"" Laptop - Intel Core Ultra 7-150U - Intel Graphics with 16GB Memory -1TB SSD - Urban Silver",,,,MSI,SO LAPTOPS,New
6635531,"MSI - Modern 13 13.3"" Laptop - Intel Core Ultra 7-150U - Intel Graphics with 16GB Memory -1TB SSD - Platinum Gray",,,,MSI,SO LAPTOPS,New
6635579,"HP - 15.6"" Full HD Laptop - AMD Ryzen 7 - 16GB Memory - 1TB SSD - Natural Silver",4.7,45.0,True,HP,BURST,New
6635753,"LG - gram Pro 17"" Laptop - Intel Core Ultra 9 with 32GB Memory - NVIDIA RTX5050 -1TB SSD - Black",4.7,9.0,False,LG,BLUE LABEL,New
6636126,"Dell - Pro 16 16"" IPS LCD 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 5 with 16GB Memory - 256 GB SSD - Platinum Silver, Silver",,,,Dell,SO LAPTOPS,New
6636439,"HP - 15.6"" Full HD Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 512GB SSD - Natural Silver",4.7,145.0,True,HP,BURST,New
6636524,"HP - EliteBook 845 G7 14"" Refurbished Laptop - AMD Ryzen 5 Pro 4650U with 16GB Memory - AMD Radeon Graphics - 256GB SSD - Silver",,,,HP,MOBILE COMPUTING,Refurbished
6636558,"Dell - Premium - 16"" 4K Touchscreen Laptop - Intel Core Ultra 9 285H - 32GB Memory - NVIDIA GeForce RTX 5060 - 1TB Storage - Platinum",5.0,3.0,False,Dell,BLUE LABEL,New
6636560,"Dell - Premium - 14"" 3.2K OLED Touchsceen Laptop - Intel Core Ultra 7 255H 2025 - 32GB Memory - 1TB Storage - Platinum",4.6,36.0,True,Dell,BLUE LABEL,New
6636563,"Dell - Premium 16.3"" 4K OLED Touchscreen Laptop - Intel Core Ultra 7 255H - 32GB Memory - NVIDIA GeForce RTX 5050 - 1TB Storage - Platinum",4.9,29.0,True,Dell,BLUE LABEL,New
6636605,"HP - 17.3"" Full HD Laptop - Intel Core i7 - 16GB Memory - 1TB SSD - Natural Silver",4.7,118.0,True,HP,BURST,New
6636628,"Lenovo - IdeaPad 1i 15.6"" Full HD Laptop- Intel Core i5-1335U - 16GB Memory - 256GB SSD - Cloud Grey",5.0,2.0,False,Lenovo,BURST,New
6636629,"Lenovo - IdeaPad 1 15.6"" Full HD Laptop - AMD Ryzen 5 7520U - 8GB Memory- 256GB SSD - Abyss Blue",4.8,13.0,False,Lenovo,BURST,New
6636630,"Lenovo - IdeaPad 1i 15.6"" Full HD Touchscreen Laptop - Intel Core i5-1335U - 8GB Memory - 256GB SSD - Abyss Blue",4.3,15.0,False,Lenovo,BURST,New
6636744,"HP - 15.6"" Laptop - Intel N100 - 4GB Memory - 128GB UFS - Natural Silver",5.0,3.0,False,HP,BURST,New
6636902,"Lenovo - T14 G2 14"" Refurbished Laptop - Intel 11th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,Refurbished
6636903,"HP - EliteBook 840 G9 14"" Refurbished Laptop - Intel 12th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6255530,Apple - Geek Squad Certified Refurbished iPhone 8 64GB - Space Gray (Sprint),3.0,1.0,False,Apple,SPRINT IPHONE HDWARE,Refurbished
6304048,Apple - Geek Squad Certified Refurbished iPhone X 256GB - Space Gray (Sprint),,,,Apple,SPRINT IPHONE HDWARE,Refurbished
6304051,Apple - Geek Squad Certified Refurbished iPhone X 64GB - Space Gray (Sprint),,,,Apple,SPRINT IPHONE HDWARE,Refurbished
6304057,Apple - Geek Squad Certified Refurbished iPhone 8 256GB - Space Gray (Sprint),3.0,1.0,False,Apple,SPRINT IPHONE HDWARE,Refurbished
6573522,Apple - Geek Squad Certified Refurbished iPhone 12 Pro Max 5G 128GB - Gold (Verizon),3.4,5.0,False,Apple,VZW IPHONE HDWARE,Refurbished
6573863,Apple - Geek Squad Certified Refurbished iPhone 12 5G 128GB - Black (Verizon),4.0,4.0,False,Apple,VZW IPHONE HDWARE,Refurbished
6574061,Apple - Geek Squad Certified Refurbished iPhone 11 64GB - Purple (Verizon),4.1,11.0,False,Apple,VZW IPHONE HDWARE,Refurbished
6604687,Apple - Geek Squad Certified Refurbished iPhone 15 Pro Max 256GB - Apple Intelligence - White Titanium (AT&T),1.0,1.0,False,Apple,AT&T IPHONE HDWARE,Refurbished
6643794,Google - Pixel 10 128GB (Verizon) - Obsidian,,,,Google,VERIZON HARDWARE,New
6643795,Google - Pixel 10 Pro 128GB (Verizon) - Obsidian,5.0,1.0,False,Google,VERIZON HARDWARE,New
6643797,Google - Pixel 10 Pro XL 256GB (Verizon) - Obsidian,5.0,1.0,False,Google,VERIZON HARDWARE,New
6645943,Google - Pixel 10 Pro XL 256GB - Obsidian (AT&T),,,,Google,AT&T HARDWARE,New
6645946,Google - Pixel 10 128GB - Obsidian (AT&T),,,,Google,AT&T HARDWARE,New
6645947,Google - Pixel 10 Pro 128GB - Obsidian (AT&T),,,,Google,AT&T HARDWARE,New
6647901,Motorola - razr+ 2025 256GB - Midnight Blue (AT&T),,,,Motorola,AT&T HARDWARE,New
6647902,Motorola - moto g stylus 5G - 2025 128GB - Gibraltar Sea (AT&T),,,,Motorola,AT&T HARDWARE,New
6612043,Apple - Geek Squad Certified Refurbished MacBook Pro 14-in. Apple M4 Pro chip Built for Apple Intelligence-24GB Memory-512GB SSD - Space Black,4.0,1.0,False,Apple,APPLE LAPTOP,Refurbished
6612241,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Apple M2 chip Built for Apple Intelligence- 16GB Memory - 256GB SSD - Midnight,4.5,11.0,False,Apple,APPLE LAPTOP,Refurbished
6612243,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence- 16GB Memory - 256GB SSD - Silver,3.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6612244,Apple - Refurbished MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence - 16GB Memory - 256GB SSD - Starlight,3.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6612245,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence- 16GB Memory - 256GB SSD - Midnight,3.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6612247,Apple - Refurbished MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence - 24GB Memory - 512GB SSD - Space Gray,,,,Apple,APPLE LAPTOP,Refurbished
6612248,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence- 24GB Memory - 512GB SSD - Silver,,,,Apple,APPLE LAPTOP,Refurbished
6612251,"HP - 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Natural Silver",4.6,621.0,True,HP,BURST,New
6612252,"HP - 17.3"" Full HD Laptop - AMD Ryzen 5 - 8GB Memory - 512GB SSD - Natural Silver",4.6,809.0,True,HP,BURST,New
6612253,"HP - 15.6"" Full HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Natural Silver",4.6,1138.0,True,HP,BURST,New
6612254,"HP - 14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC - Snowflake White",4.1,2324.0,False,HP,BURST,New
6612752,"Apple - MacBook Air 15-inch Certified Refurbished ""M2"" 8CPU/10GPU with 8GB Memory - 512GB SSD - Space Gray",,,,Apple,SO LAPTOPS,Refurbished
6612885,"ASUS - Vivobook 14 14"" FHD Laptop - Intel Core i7 with 12GB Memory - 512GB SSD - Quiet Blue",4.5,143.0,False,ASUS,BURST,New
6612930,"ASUS - Vivobook Go 14 14"" FHD Laptop - Intel Celeron N4500 - 4GB Memory - 128GB eMMC - Star Black",4.1,151.0,False,ASUS,BURST,New
6612931,"ASUS - Vivobook 14 14"" FHD Laptop - Intel Core i5 - 12GB Memory - 256GB SSD - Quiet Blue",4.5,215.0,True,ASUS,BURST,New
6612932,"ASUS - Vivobook 14 14"" FHD Laptop - Intel Core i3 - 8GB Memory - 128GB SSD - Quiet Blue",4.5,318.0,True,ASUS,BURST,New
6612975,"HP - 14"" Laptop - Intel Processor N150 - 4GB Memory - 128GB UFS - Natural Silver",4.5,749.0,True,HP,BURST,New
6612976,"HP - 14"" Laptop - Intel Processor N150 - 4GB Memory - 128GB UFS - Pale Rose Gold",4.5,749.0,True,HP,BURST,New
6612977,"HP - 14"" Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC - Modern Grey",4.6,925.0,True,HP,CHROME,New
6612978,"HP - 17.3"" HD+ Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Natural Silver",4.7,333.0,True,HP,BURST,New
6613608,"Samsung - Galaxy Book5 Pro - Copilot+ PC - 16"" 3K AMOLED Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Gray",4.7,90.0,True,Samsung,BLUE LABEL,New
6613609,"Samsung - Galaxy Book5 360 - Copilot+ PC - 15.6"" FHD AMOLED Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 512GB SSD - Gray",4.4,8.0,False,Samsung,BLUE LABEL,New
6613610,"Samsung - Galaxy Book5 Pro - Copilot+ PC - 14"" 3K AMOLED Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 512GB SSD - Gray",4.7,118.0,True,Samsung,BLUE LABEL,New
6613860,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 14"" 2K Touch-Screen Laptop - AMD Ryzen AI 7 - 24GB Memory - 1TB SSD - Meteor Silver",4.6,249.0,True,HP,BLUE LABEL,New
6613861,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 14"" 2K Touch-Screen Laptop - AMD Ryzen AI 5 - 16GB Memory - 512GB SSD - Meteor Silver",4.7,289.0,True,HP,BLUE LABEL,New
6613862,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 16"" 2K Touch-Screen Laptop - AMD Ryzen AI 7 - 24GB Memory - 1TB SSD - Meteor Silver",4.7,296.0,True,HP,BLUE LABEL,New
6613865,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 16"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Eclipse Gray",4.8,760.0,True,HP,BLUE LABEL,New
6613866,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 16"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 32GB Memory - 2TB SSD - Eclipse Gray",4.8,184.0,True,HP,BLUE LABEL,New
6613867,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 14"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Atmospheric Blue",4.8,443.0,True,HP,BLUE LABEL,New
6613868,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 14"" 2K Touch-Screen Laptop - Intel Core Ultra 5 - 16GB Memory - 512GB SSD - Atmospheric Blue",4.8,398.0,True,HP,BLUE LABEL,New
6613869,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 16"" 2K Touch-Screen Laptop - AMD Ryzen AI 5 - 16GB Memory - 512GB SSD - Meteor Silver",4.7,579.0,True,HP,BLUE LABEL,New
6613870,"HP - OmniBook X Flip 2-in-1 - Copilot+ PC - 16"" 2K Touch-Screen Laptop - Intel Core Ultra 5 - 16GB Memory - 512GB SSD - Eclipse Gray",4.7,358.0,True,HP,BLUE LABEL,New
6613871,"HP - OmniBook X Flip 2-in-1 16"" 2K Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 512GB SSD - Meteor Silver",4.7,316.0,True,HP,BLUE LABEL,New
6613877,"HP - 14"" Laptop - Intel Processor N150 - 4GB Memory - 128GB UFS - Sky Blue",4.5,749.0,True,HP,BURST,New
6613878,"HP - 14"" Laptop - Intel Processor N150 - 4GB Memory - 128GB UFS - Honey Lavender",4.5,749.0,True,HP,BURST,New
6613879,"HP - 14"" Laptop - Intel Processor N150 - 4GB Memory - 128GB UFS - Willow Green",4.5,749.0,True,HP,BURST,New
6613975,"Samsung - Galaxy Book5 Pro - Copilot+ PC - 16"" 3K AMOLED Touch-Screen Laptop - Intel Core Ultra 7 - 32GB Memory - 1TB SSD - Gray",4.8,44.0,True,Samsung,BLUE LABEL,New
6613976,"Samsung - Galaxy Book5 Pro - Copilot+ PC - 14"" 3K AMOLED Touch-Screen Laptop - Intel Core Ultra 7 - 32GB Memory - 1TB SSD - Gray",4.6,44.0,True,Samsung,BLUE LABEL,New
6614107,"HP - OmniBook 5 Flip 2-in-1 14"" 2K Touch-Screen Laptop - Intel Core 7 - 16GB Memory - 512GB SSD - Glacier Silver",4.8,265.0,True,HP,BLUE LABEL,New
6614108,"HP - OmniBook X - Copilot+ PC - 17.3"" Full HD Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Glacier Silver",4.8,447.0,True,HP,BLUE LABEL,New
6614109,"HP - OmniBook 5 Flip 2-in-1 14"" 2K Touch-Screen Laptop - Intel Core 5 - 8GB Memory - 512GB SSD - Glacier Silver",4.8,339.0,True,HP,BLUE LABEL,New
6614110,"HP - OmniBook X - Copilot+ PC - 17.3"" Full HD Touch-Screen Laptop - Intel Core Ultra 7 - 32GB Memory - 2TB SSD - Glacier Silver",4.6,106.0,True,HP,BLUE LABEL,New
6614217,"HP - EliteBook Ultra G1q 14"" LCD 2240 x 1400 (2.2K) Touch Screen Laptop - Qualcomm Snapdragon X Elite with 16GB Memory - Blue",,,,HP,SO LAPTOPS,New
6614873,"Lenovo - Yoga 7 2-in-1 16"" 2K Touchscreen Laptop - AMD Ryzen 7 8840HS with 16GB Memory - 512GB SSD - Artic Grey",4.7,237.0,True,Lenovo,BLUE LABEL,New
